CODE;TEXT;TEXT_Q0;TEXT_Q1;TEXT_QN;N;Q;T;D;U;C;R;COMMENT
1047;icy patches above $Q hundred metres;icy patches;;;;0;L;2;U;14;G28;
1048;danger of icy patches above $Q hundred metres;danger of icy patches;;;;0;L;2;U;14;G28D;
1008;black ice above $Q hundred metres;black ice;;;;0;L;2;U;14;G7;
1050;danger of black ice above $Q hundred metres;danger of black ice;;;;0;L;2;U;14;G7D;
1009;freezing rain above $Q hundred metres;freezing rain;;;;0;D;2;U;14;G8;
1074;freezing rain expected above $Q hundred metres;freezing rain expected;;;F;0;D;2;U;14;G8E;
1010;wet and icy roads above $Q hundred metres;wet and icy roads;;;;0;L;2;U;14;G9;
1011;slush above $Q hundred metres;slush;;;;0;D;2;;14;G10;
1012;snow on the road above $Q hundred metres;snow on the road;;;;0;L;2;;14;G11;
1013;packed snow above $Q hundred metres;packed snow;;;;0;L;2;;14;G12;
1014;fresh snow above $Q hundred metres;fresh snow;;;;0;L;2;U;14;G13;
1015;deep snow above $Q hundred metres;deep snow;;;;0;L;2;;14;G14;
1016;snow drifts above $Q hundred metres;snow drifts;;;;0;L;2;;14;G15;
1018;slippery road above $Q hundred metres due to snow;slippery road due to snow;;;;0;L;2;;14;G3.G11;
1019;slippery road above $Q hundred metres due to frost;slippery road due to frost;;;;0;D;2;U;14;G3.H10;
1017;slippery due to spillage on roadway;;;;;;L;1;;14;G3.F2;
1054;slippery due to loose sand on roadway;;;;;;L;2;;14;G3.G23;
1060;icy patches above $Q hundred metres on bridges;icy patches on bridges;;;;0;L;2;U;14;G28.Z48;
1061;danger of icy patches above $Q hundred metres on bridges;danger of icy patches on bridges;;;;0;L;2;U;14;G28D.Z48;
1062;icy patches above $Q hundred metres on bridges, in shaded areas and on slip roads;icy patches on bridges, in shaded areas and on slip roads;;;;0;L;2;U;14;G28.Z48.Z49.Z162;
1020;road blocked by snow above $Q hundred metres;road blocked by snow;;;;0;L;2;U;14;G11.C2;
1075;danger of road being blocked by snow above $Q hundred metres;danger of road being blocked by snow;;;F;0;L;2;U;14;G11.C2E;
1024;conditions of road surface improved;;;;;;(D);1;;14;G98;
1070;snow cleared;;;;;;(L);2;;14;G95;
1065;driving conditions improved;;;;;;(L);2;;14;G96;
1069;skid hazard reduced;;;;;;(L);2;;14;G97;
1165;rain changing to snow;;;;;;L;2;;14;G80;
1166;snow changing to rain;;;;;;L;2;;14;G81;
1025;message cancelled;;;;S;;;;;14;;
2043;road salted;;;;;;D;1;;14;Gnn;
2044;danger of snow patches;;;;;;D;2;U;14;GnnD;
2045;snow patches;;;;;;D;2;U;14;Gnn;
1083;current temperature $Q;current temperature;;;;6;L;2;;15;M11;
1115;heavy frost;;;;;;L;2;;15;H9;
1116;frost;;;;;;L;2;;15;H10;
1079;temperature falling rapidly to $Q;temperature falling rapidly;;;;6;L;2;;15;M10;
1080;extreme heat up to $Q;extreme heat;;;;6;L;2;;15;M14;
1081;extreme cold of $Q;extreme cold;;;;6;L;2;;15;M21;
1082;less extreme temperatures;;;;;;L;2;;15;M22;
1127;message cancelled;;;;S;;;;;15;;
1132;damaging hail visibility reduced to $Q;damaging hail;;;;2;D;2;U;16;H21;
1174;damaging hail with visibility reduced to $Q expected;damaging hail expected;;;F;2;D;2;U;16;H21E;
1106;hail visibility reduced to $Q;hail;;;;2;D;2;;16;H3;
1107;sleet visibility reduced to $Q;sleet;;;;2;D;2;;16;H4;
1108;thunderstorms visibility reduced to $Q;thunderstorms;;;;2;D;2;;16;H5;
1128;winter storm visibility reduced to $Q;winter storm;;;;2;D;2;U;16;H19;
1130;blizzard visibility reduced to $Q;blizzard;;;;2;D;2;U;16;H20;
1173;blizzard with visibility reduced to $Q expected;blizzard expected;;;F;2;D;2;U;16;H20E;
1101;heavy snowfall $Q;heavy snowfall;;;;10;D;2;U;16;H1;
1170;heavy snowfall $Q expected;heavy snowfall expected;;;F;10;D;2;U;16;H1E;
1134;heavy snowfall. Visibility reduced to $Q;heavy snowfall. Visibility reduced;;;;2;D;2;U;16;H1.L8;
1102;heavy snowfall $Q. Visibility reduced to <30 m;heavy snowfall. Visibility reduced to <30 m;;;;10;D;2;U;16;H1.L803;
1103;heavy snowfall $Q. Visibility reduced to <50 m;heavy snowfall. Visibility reduced to <50 m;;;;10;D;2;U;16;H1.L805;
1104;snowfall $Q;snowfall;;;;10;D;2;U;16;H2;
1135;snowfall. Visibility reduced to $Q;snowfall. Visibility reduced;;;;2;D;2;;16;H2.L8;
1105;snowfall $Q. Visibility reduced to <100 m;snowfall. Visibility reduced to <100 m;;;;10;D;2;;16;H210.L810;
1109;heavy rain $Q;heavy rain;;;;10;D;2;;16;H6;
1171;heavy rain $Q expected;heavy rain expected;;;F;10;D;2;U;16;H6E;
1136;heavy rain. Visibility reduced to $Q;heavy rain. Visibility reduced;;;;2;D;2;;16;H6.L8;
1110;heavy rain $Q. Visibility reduced to <30 m;heavy rain. Visibility reduced to <30 m;;;;10;D;2;U;16;H6.L803;
1111;heavy rain $Q. Visibility reduced to <50 m;heavy rain. Visibility reduced to <50 m;;;;10;D;2;;16;H6.L805;
1112;rain $Q;rain;;;;10;D;2;;16;H7;
1137;rain. Visibility reduced to $Q;rain. Visibility reduced;;;;2;D;2;;16;H7.L8;
1113;rain $Q. Visibility reduced to <100 m;rain. Visibility reduced to <100 m;;;;10;D;2;;16;H7.L810;
1114;showers visibility reduced to $Q;showers;;;;2;D;2;;16;H8;
1318;visibility reduced to $Q;visibility reduced;;;;2;D;2;;16;L8;
1319;visibility reduced to <30 m;;;;;;D;2;U;16;L803;
1320;visibility reduced to <50 m;;;;;;D;2;U;16;L805;
1321;visibility reduced to <100 m;;;;;;D;2;;16;L810;
1175;reduced visibility to $Q expected;reduced visibility expected;;;F;2;D;2;;16;L8E;
1322;white out visibility reduced to $Q;white out;;;;2;D;2;U;16;L9;
1323;blowing snow visibility reduced to $Q;blowing snow;;;;2;D;2;;16;L10;
1309;smoke hazard visibility reduced to $Q;smoke hazard;;;;2;D;2;;16;L5;
1324;spray hazard visibility reduced to $Q;spray hazard;;;;2;D;2;;16;L11;
1325;low sun glare;;;;;;D;1;;16;L12;
1310;blowing dust visibility reduced to $Q;blowing dust;;;;2;D;2;;16;L6;
1326;sandstorms visibility reduced to $Q;sandstorms;;;;2;D;2;U;16;L13;
1340;swarms of insects visibility reduced to $Q;swarms of insects;;;;2;D;2;;16;L22;
1301;dense fog visibility reduced to $Q;dense fog;;;;2;D;2;U;16;L1;
1177;dense fog with visibility reduced to $Q expected;dense fog expected;;;F;2;D;2;U;16;L1E;
1304;fog visibility reduced to $Q;fog;;;;2;D;2;U;16;L2;
1307;patchy fog visibility reduced to $Q;patchy fog;;;;2;D;2;U;16;L3;
1178;patchy fog with visibility reduced to $Q expected;patchy fog expected;;;F;2;D;2;U;16;L3E;
1308;freezing fog visibility reduced to $Q;freezing fog;;;;2;D;2;U;16;L4;
1337;freezing fog visibility reduced to $Q. Slippery roads;freezing fog. Slippery roads;;;;2;D;2;U;16;L4.G3;
1176;freezing fog expected with visibility reduced to $Q. Danger of slippery roads;freezing fog expected. Danger of slippery roads;;;F;2;D;2;U;16;L4E.G3D;
1302;dense fog. Visibility reduced to <30 m;;;;;;D;2;U;16;L1.L803;
1303;dense fog. Visibility reduced to <50 m;;;;;;D;2;U;16;L1.L805;
1305;fog. Visibility reduced to <100 m;;;;;;D;2;;16;L2.L810;
1312;snowfall and fog visibility reduced to $Q;snowfall and fog;;;;2;D;2;U;16;L2.H2;
1346;fog forecast withdrawn;;;;;;(D);2;;16;L94;
1345;fog clearing;;;;;;(D);2;;16;L95;
1313;visibility improved;;;;;;(L);2;;16;L98;
1179;visibility expected to improve;;;;F;;D;2;;16;L98E;
1172;weather expected to improve;;;;F;;D;2;;16;H95E;
1126;weather situation improved;;;;;;(D);2;;16;H98;
1180;adverse weather warning withdrawn;;;;;;(L);2;;16;H99;
1314;message cancelled;;;;S;;;;;16;;
1201;tornadoes;;;;;;D;2;U;17;J1;
1202;hurricane force winds $Q;hurricane force winds;;;;4;L;2;U;17;J2;
1203;gales $Q;gales;;;;4;L;2;U;17;J3;
1204;storm force winds $Q;storm force winds;;;;4;L;2;U;17;J4;
1205;strong winds $Q;strong winds;;;;4;L;2;;17;J5;
1209;gusty winds $Q;gusty winds;;;;4;L;2;;17;J9;
1210;crosswinds $Q;crosswinds;;;;4;L;2;;17;J10;
1211;strong winds $Q affecting high-sided vehicles;strong winds affecting high-sided vehicles;;;;4;L;2;;17;J5.Z81;
1190;severe smog;;;;;;L;2;;17;L23;
1191;severe exhaust pollution;;;;;;L;2;;17;L24;
1217;tornado warning ended;;;;;;(D);2;U;17;J96;
1213;strong winds easing;;;;;;(L);2;;17;J98;
1214;message cancelled;;;;S;;;;;17;;
1664;demonstration by vehicles;;;;;;D;1;;18;P59;
1497;military training in progress;;;;;;D;2;;18;P57;
1449;emergency training in progress;;;;;;D;2;;18;P58;
1501;major event;;;;;;L;2;;18;P1;
1590;several major events;;;;;;L;2;;18;P50;
1502;sports event meeting;;;;;;D;2;;18;P2;
1450;international sports meeting;;;;;;L;2;;18;P17;
1451;match;;;;;;D;2;;18;P18;
1452;tournament;;;;;;L;2;;18;P19;
1453;athletics meeting;;;;;;D;2;;18;P20;
1454;ball game;;;;;;D;2;;18;P21;
1455;boxing tournament;;;;;;D;2;;18;P22;
1456;bull fight;;;;;;D;2;;18;P23;
1457;cricket match;;;;;;D;2;;18;P24;
1458;cycle race;;;;;;D;2;;18;P25;
1459;football match;;;;;;D;2;;18;P26;
1460;golf tournament;;;;;;D;2;;18;P27;
1461;marathon;;;;;;D;2;;18;P28;
1462;race meeting;;;;;;D;2;;18;P29;
1463;rugby match;;;;;;D;2;;18;P30;
1464;show jumping;;;;;;D;2;;18;P31;
1465;tennis tournament;;;;;;D;2;;18;P32;
1466;water sports meeting;;;;;;D;2;;18;P33;
1467;winter sports meeting;;;;;;D;2;;18;P34;
1503;show;;;;;;D;2;;18;P3;
1504;festival;;;;;;D;2;;18;P4;
1505;exhibition;;;;;;L;2;;18;P5;
1507;market;;;;;;D;2;;18;P7;
1506;fair;;;;;;D;2;;18;P6;
1468;funfair;;;;;;D;2;;18;P35;
1469;trade fair;;;;;;L;2;;18;P36;
1508;ceremonial event;;;;;;D;2;;18;P8;
1509;state occasion;;;;;;D;2;;18;P9;
1510;parade;;;;;;D;2;;18;P10;
1470;procession;;;;;;D;2;;18;P37;
1511;crowd;;;;;;D;2;;18;P11;
1475;strike;;;;;;L;2;U;18;P42;
1512;march;;;;;;D;2;;18;P12;
1513;demonstration;;;;;;D;2;;18;P13;
1514;public disturbance;;;;;;D;2;U;18;P14;
1591;information about major event no longer valid;;;;;;(L);2;;18;P91;
1493;sports traffic cleared;;;;;;(D);2;;18;P92;
1496;traffic disruption cleared;;;;;;(D);2;;18;P93;
1592;automobile race;;;;;;D;2;;18;P51;
1593;baseball game;;;;;;D;2;;18;P52;
1594;basketball game;;;;;;D;2;;18;P53;
1595;boat race;;;;;;D;2;;18;P54;
1596;concert;;;;;;D;2;;18;P55;
1597;hockey game;;;;;;D;2;;18;P56;
1585;message cancelled;;;;S;;;;;18;;
1515;security alert;;;;;;D;2;;19;P15;
1476;security incident;;;;;;D;2;U;19;P43;
1477;police checkpoint;;;;;;L;2;;19;P44;
1516;bomb alert;;;;;;D;2;U;19;P16;
1478;terrorist incident;;;;;;L;2;U;19;P45;
1479;gunfire on roadway, danger;;;;;;(D);2;X;19;P46D;
1480;civil emergency;;;;;;D;2;U;19;P47;
1481;air raid, danger;;;;;;(D);2;X;19;P48D;
1494;evacuation;;;;;;D;2;U;19;P49;
1500;child abduction in progress;;;;;;D;2;X;19;Pnn;
1587;air raid warning cancelled;;;;;;(D);2;;19;P95;
1492;security alert withdrawn;;;;;;(D);2;;19;P97;
1588;civil emergency cancelled;;;;;;(L);2;;19;P96;
2033;message cancelled;;;;S;;;;;19;;
1601;delays $Q;delays;;;;5;D;1;;20;Q1;
1607;delays $Q expected;delays expected;;;F;5;D;1;;20;Q1E;
1650;delays $Q possible;delays possible;;;F;5;D;1;;20;Q21E;
1621;delays up to 5 minutes;;;;;;D;1;;20;Q1(5);
1622;delays up to 10 minutes;;;;;;D;1;;20;Q1(10);
1602;delays up to 15 minutes;;;;;;D;1;;20;Q1(15);
1623;delays up to 20 minutes;;;;;;D;1;;20;Q1(20);
1624;delays up to 25 minutes;;;;;;D;1;;20;Q1(25);
1603;delays up to 30 minutes;;;;;;D;1;;20;Q1(30);
1625;delays up to 40 minutes;;;;;;D;1;;20;Q1(40);
1626;delays up to 50 minutes;;;;;;D;1;;20;Q1(50);
1604;delays up to one hour;;;;;;D;1;;20;Q101;
1627;delays up to 90 minutes;;;;;;D;1;U;20;Q1(90);
1605;delays up to two hours;;;;;;D;1;U;20;Q102;
1628;delays up to three hours;;;;;;D;1;U;20;Q103;
1629;delays up to four hours;;;;;;L;1;U;20;Q104;
1630;delays up to five hours;;;;;;L;1;U;20;Q105;
1606;delays of several hours;;;;;;D;1;U;20;Q199;
1608;long delays $Q;long delays;;;;5;D;1;U;20;Q2;
1631;very long delays $Q;very long delays;;;;5;L;1;U;20;Q3;
1632;delays of uncertain duration;;;;;;D;1;;20;Q7;
247;accident. Delays $Q;accident. Delays;;;;5;D;1;;20;B1.Q1;
248;accident. Delays $Q expected;accident. Delays expected;;;F;5;D;1;;20;B1.Q1E;
249;accident. Long delays $Q;accident. Long delays;;;;5;D;1;U;20;B1.Q2;
200;multi vehicle pile up. Delays $Q;multi vehicle pile up. Delays;;;;5;D;1;U;20;B3.Q1;
275;vehicles slowing to look at accident. Delays $Q;vehicles slowing to look at accident. Delays;;;;5;D;1;U;20;B8.Q1;
276;vehicles slowing to look at accident. Delays $Q expected;vehicles slowing to look at accident. Delays expected;;;F;5;D;1;U;20;B8.Q1E;
277;vehicles slowing to look at accident. Long delays $Q;vehicles slowing to look at accident. Long delays;;;;5;D;1;U;20;B8.Q2;
310;shed load. Delays $Q;shed load. Delays;;;;5;D;1;;20;B10.Q1;
311;shed load. Delays $Q expected;shed load. Delays expected;;;F;5;D;1;;20;B10.Q1E;
312;shed load. Long delays $Q;shed load. Long delays;;;;5;D;1;U;20;B10.Q2;
375;overturned vehicle. Delays $Q;overturned vehicle. Delays;;;;5;D;1;;20;B16.Q1;
376;overturned vehicle. Delays $Q expected;overturned vehicle. Delays expected;;;F;5;D;1;;20;B16.Q1E;
377;overturned vehicle. Long delays $Q;overturned vehicle. Long delays;;;;5;D;1;U;20;B16.Q2;
388;Delays $Q due to earlier accident;Delays due to earlier accident;;;;5;D;1;;20;B22.Q1;
390;Long delays $Q due to earlier accident;Long delays due to earlier accident;;;;5;D;1;U;20;B22.Q2;
330;broken down vehicle. Delays $Q;broken down vehicle. Delays;;;;5;D;1;;20;B11.Q1;
331;broken down vehicle. Delays $Q expected;broken down vehicle. Delays expected;;;F;5;D;1;;20;B11.Q1E;
332;broken down vehicle. Long delays $Q;broken down vehicle. Long delays;;;;5;D;1;U;20;B11.Q2;
435;closed ahead. Delays $Q;closed ahead. Delays;;;;5;D;1;U;20;C3.Q1;
436;closed ahead. Delays $Q expected;closed ahead. Delays expected;;;F;5;D;1;U;20;C3.Q1E;
437;closed ahead. Long delays $Q;closed ahead. Long delays;;;;5;D;1;U;20;C3.Q2;
463;blocked ahead. Delays $Q;blocked ahead. Delays;;;;5;D;1;U;20;C4.Q1;
464;blocked ahead. Delays $Q expected;blocked ahead. Delays expected;;;F;5;D;1;U;20;C4.Q1E;
465;blocked ahead. Long delays $Q;blocked ahead. Long delays;;;;5;D;1;U;20;C4.Q2;
747;roadworks. Delays $Q;roadworks. Delays;;;;5;D;1;;20;E1.Q1;
748;roadworks. Delays $Q expected;roadworks. Delays expected;;;F;5;D;1;;20;E1.Q1E;
749;roadworks. Long delays $Q;roadworks. Long delays;;;;5;D;1;U;20;E1.Q2;
780;resurfacing work. Delays $Q;resurfacing work. Delays;;;;5;D;1;;20;E4.Q1;
781;resurfacing work. Delays $Q expected;resurfacing work. Delays expected;;;F;5;D;1;;20;E4.Q1E;
782;resurfacing work. Long delays $Q;resurfacing work. Long delays;;;;5;D;1;U;20;E4.Q2;
840;water main work. Delays $Q;water main work. Delays;;;;5;D;1;;20;E15.Q1;
841;water main work. Delays $Q expected;water main work. Delays expected;;;F;5;D;1;;20;E15.Q1E;
842;water main work. Long delays $Q;water main work. Long delays;;;;5;D;1;U;20;E15.Q2;
843;gas main work. Delays $Q;gas main work. Delays;;;;5;D;1;;20;E16.Q1;
844;gas main work. Delays $Q expected;gas main work. Delays expected;;;F;5;D;1;;20;E16.Q1E;
845;gas main work. Long delays $Q;gas main work. Long delays;;;;5;D;1;U;20;E16.Q2;
846;work on buried cables. Delays $Q;work on buried cables. Delays;;;;5;D;1;;20;E17.Q1;
847;work on buried cables. Delays $Q expected;work on buried cables. Delays expected;;;F;5;D;1;;20;E17.Q1E;
848;work on buried cables. Long delays $Q;work on buried cables. Long delays;;;;5;D;1;U;20;E17.Q2;
849;work on buried services. Delays $Q;work on buried services. Delays;;;;5;D;1;;20;E18.Q1;
850;work on buried services. Delays $Q expected;work on buried services. Delays expected;;;F;5;D;1;;20;E18.Q1E;
851;work on buried services. Long delays $Q;work on buried services. Long delays;;;;5;D;1;U;20;E18.Q2;
939;flooding. Delays $Q;flooding. Delays;;;;5;D;1;;20;F5.Q1;
940;flooding. Delays $Q expected;flooding. Delays expected;;;F;5;D;1;U;20;F5.Q1E;
941;flooding. Long delays $Q;flooding. Long delays;;;;5;L;1;U;20;F5.Q2;
1027;sewer collapse. Delays $Q;sewer collapse. Delays;;;;5;D;1;;20;F13.Q1;
1028;sewer collapse. Delays $Q expected;sewer collapse. Delays expected;;;F;5;D;1;;20;F13.Q1E;
1029;sewer collapse. Long delays $Q;sewer collapse. Long delays;;;;5;D;1;U;20;F13.Q2;
958;burst water main. Delays $Q;burst water main. Delays;;;;5;D;1;;20;F14.Q1;
959;burst water main. Delays $Q expected;burst water main. Delays expected;;;F;5;D;1;;20;F14.Q1E;
960;burst water main. Long delays $Q;burst water main. Long delays;;;;5;D;1;U;20;F14.Q2;
962;gas leak. Delays $Q;gas leak. Delays;;;;5;D;1;;20;F15.Q1;
963;gas leak. Delays $Q expected;gas leak. Delays expected;;;F;5;D;1;;20;F15.Q1E;
964;gas leak. Long delays $Q;gas leak. Long delays;;;;5;D;1;U;20;F15.Q2;
966;serious fire. Delays $Q;serious fire. Delays;;;;5;D;1;;20;F16.Q1;
967;serious fire. Delays $Q expected;serious fire. Delays expected;;;F;5;D;1;U;20;F16.Q1E;
968;serious fire. Long delays $Q;serious fire. Long delays;;;;5;D;1;U;20;F16.Q2;
1528;major event. Delays $Q;major event. Delays;;;;5;D;1;;20;P1.Q1;
1529;major event. Delays $Q expected;major event. Delays expected;;;F;5;D;1;U;20;P1.Q1E;
1530;major event. Long delays $Q;major event. Long delays;;;;5;L;1;U;20;P1.Q2;
1542;sports meeting. Delays $Q;sports meeting. Delays;;;;5;D;1;;20;P2.Q1;
1543;sports meeting. Delays $Q expected;sports meeting. Delays expected;;;F;5;D;1;;20;P2.Q1E;
1544;sports meeting. Long delays $Q;sports meeting. Long delays;;;;5;D;1;U;20;P2.Q2;
1556;fair. Delays $Q;fair. Delays;;;;5;D;1;;20;P6.Q1;
1557;fair. Delays $Q expected;fair. Delays expected;;;F;5;D;1;;20;P6.Q1E;
1558;fair. Long delays $Q;fair. Long delays;;;;5;D;1;U;20;P6.Q2;
1560;parade. Delays $Q;parade. Delays;;;;5;D;1;;20;P10.Q1;
1561;parade. Delays $Q expected;parade. Delays expected;;;F;5;D;1;U;20;P10.Q1E;
1562;parade. Long delays $Q;parade. Long delays;;;;5;D;1;U;20;P10.Q2;
1564;strike. Delays $Q;strike. Delays;;;;5;D;1;U;20;P42.Q1;
1565;strike. Delays $Q expected;strike. Delays expected;;;F;5;D;1;U;20;P42.Q1E;
1566;strike. Long delays $Q;strike. Long delays;;;;5;L;1;U;20;P42.Q2;
1568;demonstration. Delays $Q;demonstration. Delays;;;;5;D;1;;20;P13.Q1;
1569;demonstration. Delays $Q expected;demonstration. Delays expected;;;F;5;D;1;U;20;P13.Q1E;
1570;demonstration. Long delays $Q;demonstration. Long delays;;;;5;D;1;U;20;P13.Q2;
1581;security alert. Delays $Q;security alert. Delays;;;;5;D;1;;20;P15.Q1;
1582;security alert. Delays $Q expected;security alert. Delays expected;;;F;5;D;1;;20;P15.Q1E;
1583;security alert. Long delays $Q;security alert. Long delays;;;;5;D;1;U;20;P15.Q2;
1486;security incident. Delays $Q;security incident. Delays;;;;5;D;1;U;20;P43.Q1;
1487;security incident. Delays $Q expected;security incident. Delays expected;;;F;5;D;1;U;20;P43.Q1E;
1488;security incident. Long delays $Q;security incident. Long delays;;;;5;L;1;U;20;P43.Q2;
1489;police checkpoint. Delays $Q;police checkpoint. Delays;;;;5;D;1;;20;P44.Q1;
1490;police checkpoint. Delays $Q expected;police checkpoint. Delays expected;;;F;5;D;1;;20;P44.Q1E;
1491;police checkpoint. Long delays $Q;police checkpoint. Long delays;;;;5;L;1;U;20;P44.Q2;
1609;delays $Q for heavy vehicles;delays for heavy vehicles;;;;5;D;1;;20;Q1.Z8;
91;delays $Q for cars;delays for cars;;;;5;D;1;;20;Q1.Z71;
1642;delays $Q for heavy lorr(y/ies);delays for heavy lorr(y/ies);;;;5;D;1;;20;Q1.Z78;
1610;delays up to 15 minutes for heavy lorr(y/ies);;;;;;D;1;;20;Q1(15).Z78;
1611;delays up to 30 minutes for heavy lorr(y/ies);;;;;;D;1;;20;Q1(30).Z78;
1612;delays up to one hour for heavy lorr(y/ies);;;;;;D;1;;20;Q101.Z78;
1613;delays up to two hours for heavy lorr(y/ies);;;;;;D;1;U;20;Q102.Z78;
1614;delays of several hours for heavy lorr(y/ies);;;;;;D;1;U;20;Q199.Z78;
1643;delays $Q for buses;delays for buses;;;;5;D;1;;20;Q1.Z79;
1653;long delays expected;;;;F;;D;1;U;20;Q23E;
1654;very long delays expected;;;;F;;L;1;U;20;Q25E;
1757;abnormal load. Delays $Q expected;abnormal load. Delays expected;;;F;5;D;1;;20;S1.Q1E;
1758;abnormal load. Long delays $Q;abnormal load. Long delays;;;;5;D;1;U;20;S1.Q2;
1756;abnormal load. Delays $Q;abnormal load. Delays;;;;5;D;1;U;20;S1.Q1;
1740;abnormal load causing slow traffic. Delays $Q;abnormal load causing slow traffic. Delays;;;;5;D;1;U;20;S1.A3.Q1;
1759;convoy causing delays $Q;convoy causing delays;;;;5;D;1;;20;S5.Q1;
1760;convoy. Delays $Q expected;convoy. Delays expected;;;F;5;D;1;;20;S5.Q1E;
1761;convoy causing long delays $Q;convoy causing long delays;;;;5;D;1;U;20;S5.Q2;
1741;convoy causing slow traffic. Delays $Q;convoy causing slow traffic. Delays;;;;5;D;1;U;20;S8.A3.Q1;
1817;traffic lights not working. Delays $Q;traffic lights not working. Delays;;;;5;D;1;;20;T4.Q1;
1818;traffic lights not working. Delays $Q expected;traffic lights not working. Delays expected;;;F;5;D;1;;20;T4.Q1E;
1819;traffic lights not working. Long delays $Q;traffic lights not working. Long delays;;;;5;D;1;U;20;T4.Q2;
1868;traffic lights working incorrectly. Delays $Q;traffic lights working incorrectly. Delays;;;;5;D;1;;20;T5.Q1;
1869;traffic lights working incorrectly. Delays $Q expected;traffic lights working incorrectly. Delays expected;;;F;5;D;1;;20;T5.Q1E;
1870;traffic lights working incorrectly. Long delays $Q;traffic lights working incorrectly. Long delays;;;;5;D;1;U;20;T5.Q2;
1876;temporary traffic lights not working. Delays $Q;temporary traffic lights not working. Delays;;;;5;D;1;;20;T14.Q1;
1877;temporary traffic lights not working. Delays $Q expected;temporary traffic lights not working. Delays expected;;;F;5;D;1;;20;T14.Q1E;
1878;temporary traffic lights not working. Long delays $Q;temporary traffic lights not working. Long delays;;;;5;D;1;U;20;T14.Q2;
1880;traffic signal control computer not working. Delays $Q;traffic signal control computer not working. Delays;;;;5;D;1;;20;T16.Q1;
1884;traffic signal control computer not working. Delays $Q expected;traffic signal control computer not working. Delays expected;;;F;5;D;1;;20;T16.Q1E;
1885;traffic signal control computer not working. Long delays $Q;traffic signal control computer not working. Long delays;;;;5;D;1;U;20;T16.Q2;
1830;level crossing failure. Delays $Q;level crossing failure. Delays;;;;5;D;1;;20;T6.Q1;
1831;level crossing failure. Delays $Q expected;level crossing failure. Delays expected;;;F;5;D;1;;20;T6.Q1E;
1832;level crossing failure. Long delays $Q;level crossing failure. Long delays;;;;5;D;1;U;20;T6.Q2;
1858;Snowplough. Delays $Q;Snowplough. Delays;;;;5;D;1;;20;R9.Q1E;
1648;delays cleared;;;;;;(D);1;;20;Q97;
1663;delay expected to be cleared;;;;F;;D;1;;20;Q95;
1620;message cancelled;;;;S;;;;;20;;
1634;cancellations;;;;;;D;1;;21;Q9;
1652;cancellations expected;;;;F;;D;1;;21;Q9E;
1615;service suspended until $Q;service suspended;;;;7;L;1;U;21;Q4;
1633;delayed until further notice;;;;;;(D);1;;21;Q8;
1616;$Q service withdrawn;service withdrawn;;;;7;L;1;;21;Q5;
1617;$Q service(s) fully booked;service(s) fully booked;;;;7;L;1;;21;Q6;
1655;all services fully booked until $Q;all services fully booked;;;;7;L;1;U;21;Q6A;
1906;park and ride service operating until $Q;park and ride service operating;;;;7;D;2;;21;Q11;
1635;park and ride service not operating until $Q;park and ride service not operating;;;;7;D;2;U;21;Q12;
1636;special public transport services operating until $Q;special public transport services operating;;;;7;D;2;;21;Q13;
1637;normal services not operating until $Q;normal services not operating;;;;7;D;2;U;21;Q14;
1638;rail services not operating until $Q;rail services not operating;;;;7;D;2;U;21;Q15;
1720;rail services irregular;;;;;;D;2;;21;Q31;
1657;rail services irregular. Delays $Q;rail services irregular. Delays;;;;5;D;2;;21;Q26;
1658;bus services irregular. Delays $Q;bus services irregular. Delays;;;;5;D;2;;21;Q27;
1639;bus services not operating until $Q;bus services not operating;;;;7;D;2;U;21;Q16;
1649;rapid transit service not operating until $Q;rapid transit service not operating;;;;7;D;2;U;21;Q20;
1640;shuttle service operating until $Q;shuttle service operating;;;;7;D;2;;21;Q17;
1641;free shuttle service operating until $Q;free shuttle service operating;;;;7;D;2;;21;Q18;
1659;underground services irregular;;;;;;D;2;;21;Q28;
1651;underground service not operating until $Q;underground service not operating;;;;7;D;2;U;21;Q19;
2021;service not operating, substitute service available;;;;;;D;2;;21;Q21;
2022;public transport strike;;;;;;D;2;U;21;Q22;
1721;public transport services not operating;;;;;;D;2;U;21;Q34;
1661;ferry service not operating until $Q;ferry service not operating;;;;7;D;2;U;21;Q30;
1618;$Q service(s) fully booked for heavy vehicles;service(s) fully booked for heavy vehicles;;;;7;L;1;;21;Q6.Z8;
1644;$Q service(s) fully booked for heavy lorr(y/ies);service(s) fully booked for heavy lorr(y/ies);;;;7;L;1;;21;Q6.Z78;
1645;$Q service(s) fully booked for buses;service(s) fully booked for buses;;;;7;L;1;;21;Q6.Z79;
1660;normal public transport services resumed;;;;;;(L);2;;21;Q96;
1619;normal services resumed;;;;;;(L);2;;21;Q98;
2034;message cancelled;;;;S;;;;;21;;
1662;park and ride trip time $Q;park and ride trip time;;;;5;D;1;;22;Q29;
1695;current trip time $Q;current trip time;;;;5;D;1;;22;Q32;
1696;expected trip time $Q;expected trip time;;;F;5;D;1;;22;Q33;
1656;next arrival $Q;next arrival;;;F;7;D;1;;22;Q10A;
1901;next departure $Q;next departure;;;F;7;D;1;;22;Q10E;
1902;next departure $Q for heavy vehicles;next departure for heavy vehicles;;;F;7;D;1;;22;Q10.Z8;
